50	0.789055	153.631	1.01894
50	0.801183	153.631	1.01894
50	0.811766	153.631	1.01894
50	0.809488	153.631	1.01894
50	0.815621	153.631	1.01894
50	0.82614	153.631	1.01894
50	0.848951	153.631	1.01894
50	0.857054	153.631	1.01894
50	0.875589	153.631	1.01894
50	0.880092	153.631	1.01894
50	0.887742	153.631	1.01894
50	0.900773	153.631	1.01894
50	0.922449	153.631	1.01894
50	0.92875	153.631	1.01894
50	0.932259	153.631	1.01894
50	0.931883	153.631	1.01894
51	0.953679	151.585	1.01669
53	0.955599	153.458	1.01483
53	0.961957	153.458	1.01483
56	0.944502	153.575	1.01473
58	0.947631	152.99	1.01372
61	0.966979	153.506	1.01382
65	0.956223	153.442	1.01597
66	0.913562	158.472	1.01849
67	0.93128	159.624	1.02142
66	0.930215	161.033	1.01856
67	0.935032	160.729	1.01904
67	0.945098	160.729	1.01904
65	0.932889	165.265	1.01536
66	0.91791	163.888	1.01532
66	0.925214	163.888	1.01532
65	0.942153	163.295	1.01253
63	0.929573	164.998	1.01164
62	0.927189	164.711	1.00937
60	0.915339	163.513	1.00578
61	0.913319	163.575	1.00246
60	0.940462	164.816	1.00157
60	0.933518	164.816	1.00157
56	0.903356	166.454	0.999478
56	0.91005	166.454	0.999478
55	0.876696	167.094	1.00047
53	0.874314	167.6	0.997788
53	0.881493	167.6	0.997788
53	0.882087	170.255	1.00015
53	0.858406	172.101	0.997526
51	0.86933	174.157	0.990562
51	0.855774	177.073	0.989333
45	0.834795	183.71	0.982277
44	0.829823	185.106	0.98478
44	0.827752	185.106	0.98478
45	0.815752	185.692	0.987533
45	0.8198	185.692	0.987533
46	0.816257	187.152	0.985164
47	0.806164	187.388	0.982616
46	0.818141	186.874	0.981701
43	0.784737	183.435	0.974317
42	0.773352	184.41	0.974839
41	0.777653	184.813	0.97332
41	0.776506	184.813	0.97332
41	0.749102	186.839	0.972189
41	0.765864	186.839	0.972189
42	0.73935	188.795	0.970215
41	0.747559	191.829	0.970305
41	0.763577	191.829	0.970305
42	0.755706	193.098	0.971201
44	0.753427	193.558	0.971617
44	0.754153	193.558	0.971617
43	0.744409	191.429	0.973337
45	0.744327	190.712	0.978555
45	0.750358	190.712	0.978555
47	0.734454	190.557	0.977793
47	0.73896	190.557	0.977793
43	0.737738	199.947	0.972272
42	0.73757	200.844	0.971028
40	0.72879	199.802	0.969693
40	0.72046	202.973	0.965334
40	0.728222	202.973	0.965334
41	0.723976	203.951	0.964222
39	0.705391	205.633	0.963243
39	0.712916	205.633	0.963243
38	0.695116	205.626	0.961703
39	0.701865	203.859	0.958816
39	0.678301	204.699	0.959624
39	0.677807	204.699	0.959624
38	0.676123	203.432	0.961758
38	0.697401	203.432	0.961758
38	0.694145	203.432	0.961758
39	0.694673	203.05	0.965541
41	0.669438	203.281	0.965216
42	0.662661	202.515	0.969246
42	0.66612	202.515	0.969246
42	0.654971	203.176	0.967293
42	0.650996	204.862	0.960887
43	0.652394	205.146	0.962585
43	0.650442	205.146	0.962585
43	0.672531	205.146	0.962585
43	0.650999	203.675	0.965378
43	0.655704	203.035	0.962864
42	0.651962	202.637	0.962805
42	0.65401	202.637	0.962805
41	0.642395	204.738	0.962268
42	0.647453	203.334	0.963183
42	0.642056	203.334	0.963183
42	0.647169	203.334	0.963183
42	0.647921	208.766	0.960235
41	0.639239	209.777	0.964066
43	0.645561	208.735	0.964366
42	0.656388	208.168	0.967343
41	0.646804	208.086	0.963897
41	0.650587	208.086	0.963897
42	0.644337	208.828	0.966655
42	0.64806	208.828	0.966655
41	0.66594	208.226	0.965198
41	0.660827	208.226	0.965198
42	0.649247	210.27	0.962578
