50,0.762647,157.617,1.05088,0,0,0
50,0.774202,157.617,1.05088,3,0,0
50,0.791655,157.617,1.05088,8,0,0
50,0.802858,157.617,1.05088,12,0,0
50,0.815022,157.617,1.05088,15,0,0
50,0.823234,157.617,1.05088,17,0,0
50,0.83999,157.617,1.05088,22,0,0
50,0.85875,157.617,1.05088,27,0,0
50,0.868157,157.617,1.05088,30,0,0
50,0.885545,157.617,1.05088,35,0,0
50,0.892562,157.617,1.05088,37,0,0
50,0.917608,157.617,1.05088,43,0,0
50,0.932607,157.617,1.05088,47,0,0
50,0.965911,157.617,1.05088,54,0,0
50,1.02066,157.617,1.05088,65,0,0
50,1.02045,157.617,1.05088,68,0,0
50,1.05161,157.617,1.05088,74,0,0
50,1.08762,157.617,1.05088,81,0,0
51,1.11485,160.185,1.04498,87.3137,0.0196078,1
51,1.08686,163.34,1.03552,89.5686,0.0392157,2
52,1.09171,165.718,1.02221,90.8846,0.0769231,0
51,1.111,164.134,1.0178,97.7451,0.0784314,0
52,1.10909,163.556,1.00579,97.7692,0.115385,1
53,1.12926,162.844,1.00096,98.9057,0.132075,1.5
54,1.12961,163.768,0.996316,102.037,0.148148,2
53,1.12821,164.737,0.992108,103.755,0.150943,1.33333
49,1.07316,166.966,0.989048,107.51,0.163265,0.571429
47,1.06305,164.932,0.972238,111.17,0.191489,0.5
46,1.05857,167.904,0.960251,113.826,0.217391,0.5
44,1.05541,172.417,0.951401,116.773,0.227273,0.428571
42,1.05208,174.105,0.946633,121.619,0.238095,0.375
39,1.03248,178.844,0.943785,126.667,0.25641,0.315789
37,0.998649,177.511,0.947058,133.162,0.243243,0.285714
38,0.980258,178.079,0.941872,132.579,0.263158,0.333333
32,0.903726,178.461,0.930091,137.063,0.3125,0.259259
31,0.852861,171.603,0.928148,136.29,0.354839,0.275862
31,0.856518,171.603,0.928148,141.29,0.354839,0.275862
30,0.846067,176.666,0.93271,144.9,0.366667,0.266667
27,0.814654,173.467,0.918461,146.111,0.407407,0.242424
26,0.81533,169.272,0.912295,148.269,0.423077,0.235294
25,0.817634,174.025,0.911723,153.28,0.44,0
25,0.842598,174.025,0.911723,159.28,0.44,0
25,0.868324,174.025,0.911723,165.28,0.44,0
24,0.86169,173.684,0.905179,167.125,0.458333,0
24,0.870372,173.684,0.905179,169.125,0.458333,0
23,0.858863,178.159,0.908141,176.783,0.478261,0
23,0.865284,178.159,0.908141,179.783,0.478261,0
23,0.878394,178.159,0.908141,182.783,0.478261,0
23,0.900687,178.159,0.908141,187.783,0.478261,0
20,0.877398,176.255,0.887595,190.25,0.5,0
19,0.901815,182.307,0.894585,198.632,0.473684,0
17,0.871556,183.759,0.90573,211.118,0.411765,0
16,0.85935,191.384,0.915463,219.813,0.375,0
15,0.879162,187.677,0.896048,224.8,0.4,0
15,0.887616,187.677,0.896048,228.8,0.4,0
13,0.826612,198.773,0.892406,236.846,0.384615,0
13,0.834941,198.773,0.892406,238.846,0.384615,0
12,0.771652,193.558,0.892273,236.833,0.416667,0
12,0.761758,193.558,0.892273,240.833,0.416667,0
50,0.7619,148.028,0.996555,0,0,0
50,0.775122,148.028,0.996555,5,0,0
50,0.798788,148.028,0.996555,11,0,0
50,0.821832,148.028,0.996555,17,0,0
50,0.838117,148.028,0.996555,21,0,0
50,0.721644,143.432,0.984528,0,0,0
50,0.732578,143.432,0.984528,3,0,0
50,0.747414,143.432,0.984528,7,0,0
50,0.797805,113.96,0.991531,0,0,0
50,0.761262,113.96,0.991531,5,0,0
50,0.693693,113.96,0.991531,8,0,0
50,0.636148,113.96,0.991531,13,0,0
50,0.576843,113.96,0.991531,17,0,0
50,0.525549,113.96,0.991531,20,0,0
50,0.756758,164.737,0.983278,0,0,0
50,0.713016,164.737,0.983278,3,0,0
50,0.640483,164.737,0.983278,9,0,0
50,0.74525,135.477,1.01751,0,0,0
50,0.752759,135.477,1.01751,2,0,0
50,0.768004,135.477,1.01751,6,0,0
50,0.807482,135.477,1.01751,16,0,0
50,0.788634,185.891,0.983192,0,0,0
50,0.802034,185.891,0.983192,4,0,0
50,0.808969,185.891,0.983192,8,0,0
50,0.813829,185.891,0.983192,14,0,0
50,0.818293,185.891,0.983192,22,0,0
50,0.815301,185.891,0.983192,27,0,0
50,0.78206,185.891,0.983192,28,0,0
50,0.794896,185.891,0.983192,36,0,0
50,0.791879,185.891,0.983192,43,0,0
50,0.708368,145.507,0.988398,0,0,0
50,0.715505,145.507,0.988398,2,0,0
50,0.72752,145.507,0.988398,7,0,0
50,0.717753,145.507,0.988398,10,0,0
50,0.718188,145.507,0.988398,13,0,0
50,0.710775,145.507,0.988398,20,0,0
50,0.69236,145.507,0.988398,23,0,0
50,0.679107,145.507,0.988398,27,0,0
50,0.67018,145.507,0.988398,32,0,0
50,0.656973,145.507,0.988398,37,0,0
50,0.639277,145.507,0.988398,41,0,0
50,0.620897,145.507,0.988398,45,0,0
50,0.601856,145.507,0.988398,48,0,0
50,0.584991,145.507,0.988398,55,0,0
50,0.581899,145.507,0.988398,61,0,0
50,0.576024,145.507,0.988398,70,0,0
50,0.555182,145.507,0.988398,71,0,0
51,0.545657,144.707,0.983724,77.4706,0.0196078,1
52,0.541676,145.002,0.979229,82.8846,0.0384615,2
53,0.527192,144.019,0.974904,83.283,0.0566038,3
54,0.521661,143.003,0.970739,86.7037,0.0740741,0
55,0.511042,145.083,0.966726,90.1273,0.0909091,1
55,0.520861,145.083,0.966726,97.1273,0.0909091,1
57,0.501242,145.938,0.959121,95.6842,0.122807,3
59,0.486097,147.172,0.952032,95.4407,0.152542,5
61,0.4653,147.82,0.945408,95.2787,0.180328,7
63,0.472284,146.432,0.939205,103.048,0.206349,9
63,0.472708,146.432,0.939205,108.048,0.206349,9
63,0.467794,146.432,0.939205,111.048,0.206349,9
63,0.466824,146.432,0.939205,113.048,0.206349,9
64,0.455962,147.185,0.936248,116.234,0.21875,10
64,0.453877,147.185,0.936248,120.234,0.21875,10
64,0.459342,147.185,0.936248,125.234,0.21875,10
64,0.459375,147.185,0.936248,128.234,0.21875,10
64,0.452682,146.591,0.929784,135.875,0.234375,11
64,0.444846,146.591,0.929784,136.875,0.234375,11
65,0.451481,144.336,0.927019,141.723,0.246154,12
66,0.453415,144.943,0.924336,145.485,0.257576,13
50,0.67462,140.413,1.01357,0,0,0
50,0.691148,140.413,1.01357,5,0,0
50,0.689661,140.413,1.01357,8,0,0
50,0.675146,140.413,1.01357,10,0,0
50,0.674664,140.413,1.01357,15,0,0
50,0.673154,140.413,1.01357,20,0,0
50,0.65954,140.413,1.01357,24,0,0
50,0.663008,140.413,1.01357,31,0,0
50,0.670846,140.413,1.01357,38,0,0
50,0.655977,140.413,1.01357,43,0,0
50,0.643563,140.413,1.01357,45,0,0
50,0.658124,140.413,1.01357,55,0,0
50,0.65121,140.413,1.01357,58,0,0
50,0.65778,140.413,1.01357,64,0,0
51,0.648964,142.359,1.0084,68.6274,0.0196078,1
