50,0.792827,142.59,1.03662,0,0,0
50,0.801334,142.59,1.03662,3,0,0
50,0.80942,142.59,1.03662,8,0,0
50,0.815537,142.59,1.03662,12,0,0
50,0.812304,142.59,1.03662,15,0,0
50,0.830235,142.59,1.03662,23,0,0
50,0.82938,142.59,1.03662,29,0,0
50,0.833714,142.59,1.03662,36,0,0
50,0.839883,142.59,1.03662,41,0,0
50,0.834722,142.59,1.03662,45,0,0
50,0.834039,142.59,1.03662,49,0,0
50,0.824253,142.59,1.03662,52,0,0
50,0.806328,142.59,1.03662,53,0,0
50,0.803602,142.59,1.03662,56,0,0
50,0.696137,139.863,1.03117,0,0,0
50,0.713662,139.863,1.03117,7,0,0
50,0.722606,139.863,1.03117,13,0,0
50,0.738984,139.863,1.03117,19,0,0
50,0.731884,139.863,1.03117,23,0,0
50,0.744437,139.863,1.03117,29,0,0
50,0.752715,139.863,1.03117,37,0,0
50,0.769526,139.863,1.03117,45,0,0
50,0.76173,139.863,1.03117,51,0,0
50,0.759588,139.863,1.03117,55,0,0
50,0.751253,139.863,1.03117,59,0,0
51,0.741836,140.678,1.02565,62.8431,0.0196078,1
51,0.734484,140.678,1.02565,67.8431,0.0196078,1
51,0.747055,140.678,1.02565,73.8431,0.0196078,1
51,0.74202,140.678,1.02565,77.8431,0.0196078,1
51,0.735454,140.678,1.02565,82.8431,0.0196078,1
51,0.7467,140.678,1.02565,90.8431,0.0196078,1
53,0.752345,141.056,1.01525,93.3396,0.0566038,3
53,0.736003,141.056,1.01525,94.3396,0.0566038,3
54,0.748555,139.257,1.01034,98.4815,0.0740741,4
59,0.714895,143.398,0.988276,93.9492,0.152542,0
60,0.728011,141.392,0.984305,96.3833,0.166667,1
62,0.707591,143.545,0.976747,97.1613,0.193548,3
64,0.703253,142.367,0.969661,96.0781,0.21875,5
65,0.699529,142.282,0.966282,99.5846,0.230769,6
66,0.698514,142.367,0.963005,103.985,0.242424,7
66,0.705577,142.367,0.963005,110.985,0.242424,7
66,0.724176,142.367,0.963005,117.985,0.242424,7
64,0.698181,146.108,0.961984,123.172,0.25,3.5
64,0.700154,146.108,0.961984,127.172,0.25,3.5
65,0.698923,144.811,0.958723,130.154,0.261538,4
65,0.70035,144.811,0.958723,133.154,0.261538,4
65,0.704454,144.811,0.958723,139.154,0.261538,4
65,0.695732,144.811,0.958723,142.154,0.261538,4
65,0.69696,144.811,0.958723,147.154,0.261538,4
65,0.695228,145.696,0.951399,149.446,0.276923,3
65,0.693414,149.713,0.949097,154.6,0.292308,2.5
66,0.69749,150.496,0.946081,157.258,0.30303,2.75
67,0.694968,151.688,0.943154,159.881,0.313433,3
66,0.695481,153.808,0.945724,168.288,0.318182,2.4
66,0.695717,153.808,0.945724,173.288,0.318182,0
70,0.693715,153.075,0.93677,167.257,0.357143,4
71,0.690835,153.78,0.93414,168.873,0.366197,5
73,0.701378,153.462,0.929095,171.123,0.383562,7
